id,global_rank,state_rank,state,name,city,latitude,longitude,roof_area_sqft,annual_rain_inches,annual_capture_gallons,cooling_tower_score,cooling_confidence,cooling_tower_distance_m,facility_score,water_cost_score,roof_geometry_quality_score,final_viability_score,opportunity_type,explanation,visual_notes,review_scope,review_status,primary_visual_source,satellite_review_status,satellite_context_observation,sentinel_landsat_note,gee_note,high_res_confirmation_note,usable_roof_observation,rooftop_obstruction_flag,rooftop_obstruction_notes,cooling_visual_support,cooling_visual_confidence,site_context_note,imagery_note,reviewed_by,reviewed_at,google_earth_link,gee_reference_link,high_res_confirmation_link,review_workflow
alabama_0b2fb714b853,11642,11,Alabama,,,33.443197,-86.86109,113617.76,58.28,4125283.62,0.1,0.3,393942.69477992994,1.0,0.049,0.9112,30.62,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.443197,-86.86109",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.443197%20-86.86109,"https://www.google.com/maps?q=33.443197,-86.86109&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_b34dcc266bbd,11711,12,Alabama,,,34.127365,-86.845263,150540.54,58.28,5465892.16,0.1,0.3,386969.8041728195,1.0,0.049,0.9061,30.6,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/34.127365,-86.845263",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2034.127365%20-86.845263,"https://www.google.com/maps?q=34.127365,-86.845263&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_76a9f90c6680,11834,13,Alabama,,,33.342924,-86.919039,146308.9,58.28,5312247.92,0.1,0.3,402787.5326160063,1.0,0.049,0.9031,30.57,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.342924,-86.919039",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.342924%20-86.919039,"https://www.google.com/maps?q=33.342924,-86.919039&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_5881a78aa5ba,11835,14,Alabama,,,34.70699,-86.693017,122718.94,58.28,4455733.27,0.1,0.3,383069.73470623343,1.0,0.049,0.9053,30.57,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/34.70699,-86.693017",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2034.70699%20-86.693017,"https://www.google.com/maps?q=34.70699,-86.693017&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_a5cb88fb32e6,11861,15,Alabama,,,33.623742,-85.808766,497544.43,58.28,18065062.08,0.1,0.3,274416.5495953817,1.0,0.049,0.8743,30.56,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.623742,-85.808766",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.623742%20-85.808766,"https://www.google.com/maps?q=33.623742,-85.808766&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_cd3d9c207d25,11872,16,Alabama,,,31.284773,-85.446177,165399.32,58.28,6005391.29,0.1,0.3,421241.92951176496,1.0,0.049,0.9009,30.56,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/31.284773,-85.446177",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2031.284773%20-85.446177,"https://www.google.com/maps?q=31.284773,-85.446177&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_44c907f92377,12007,17,Alabama,,,30.597343,-88.142665,135723.77,58.28,4927918.36,0.1,0.3,680421.9282464485,1.0,0.049,0.9008,30.53,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.597343,-88.142665",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.597343%20-88.142665,"https://www.google.com/maps?q=30.597343,-88.142665&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_3f153015ad7f,12014,18,Alabama,,,33.447851,-86.853833,102826.01,58.28,3733452.01,0.1,0.3,393039.9788232744,1.0,0.049,0.9034,30.53,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.447851,-86.853833",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.447851%20-86.853833,"https://www.google.com/maps?q=33.447851,-86.853833&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_514d246fe855,12047,19,Alabama,,,30.575534,-88.174241,138578.76,58.28,5031578.59,0.1,0.3,676644.610822248,1.0,0.049,0.8992,30.52,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.575534,-88.174241",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.575534%20-88.174241,"https://www.google.com/maps?q=30.575534,-88.174241&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_5c900ad09333,12123,20,Alabama,,,33.169512,-86.760475,826330.83,58.28,30002783.36,0.1,0.3,391046.5834026907,1.0,0.049,0.8426,30.5,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.169512,-86.760475",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.169512%20-86.760475,"https://www.google.com/maps?q=33.169512,-86.760475&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_ad773ce384d0,12178,21,Alabama,,,33.929659,-85.585685,124761.86,58.28,4529908.51,0.1,0.3,246055.25358843248,1.0,0.049,0.8978,30.49,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.929659,-85.585685",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.929659%20-85.585685,"https://www.google.com/maps?q=33.929659,-85.585685&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_314e37f19043,12248,22,Alabama,,,33.61979,-85.818059,146622.29,58.28,5323626.62,0.1,0.3,275522.56420334626,1.0,0.049,0.8944,30.47,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.61979,-85.818059",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.61979%20-85.818059,"https://www.google.com/maps?q=33.61979,-85.818059&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_70f2165b49b4,12250,23,Alabama,,,33.533495,-86.780874,141242.25,58.28,5128285.76,0.1,0.3,383203.5748796771,1.0,0.049,0.8946,30.47,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.533495,-86.780874",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.533495%20-86.780874,"https://www.google.com/maps?q=33.533495,-86.780874&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_cdb0621805f7,12290,24,Alabama,,,33.449173,-86.851556,100538.96,58.28,3650412.8,0.1,0.3,392760.0131986502,1.0,0.049,0.8966,30.46,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.449173,-86.851556",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.449173%20-86.851556,"https://www.google.com/maps?q=33.449173,-86.851556&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_ce9bd1c9c793,12305,25,Alabama,,,31.844197,-86.625062,420193.23,58.28,15256560.68,0.1,0.3,457132.46778368735,1.0,0.049,0.87,30.45,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/31.844197,-86.625062",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2031.844197%20-86.625062,"https://www.google.com/maps?q=31.844197,-86.625062&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_e2b60b055a36,12321,26,Alabama,,,34.876102,-87.663048,135951.58,58.28,4936189.79,0.1,0.3,493306.7048432748,1.0,0.049,0.8931,30.45,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/34.876102,-87.663048",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2034.876102%20-87.663048,"https://www.google.com/maps?q=34.876102,-87.663048&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_edf7edf76783,12371,27,Alabama,,,31.229554,-85.454624,101870.51,58.28,3698759.3,0.1,0.3,427786.653954495,1.0,0.049,0.8944,30.44,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/31.229554,-85.454624",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2031.229554%20-85.454624,"https://www.google.com/maps?q=31.229554,-85.454624&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_2d22a6b47b26,12556,28,Alabama,,,33.192529,-87.518256,253734.63,58.28,9212708.59,0.1,0.3,472202.8122244472,1.0,0.049,0.877,30.38,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.192529,-87.518256",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.192529%20-87.518256,"https://www.google.com/maps?q=33.192529,-87.518256&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_d526e5c7f791,12566,29,Alabama,,,33.335819,-87.001889,160332.45,58.28,5821421.14,0.1,0.3,412012.31588533433,1.0,0.049,0.884,30.38,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/33.335819,-87.001889",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2033.335819%20-87.001889,"https://www.google.com/maps?q=33.335819,-87.001889&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_87d8a18ea141,12567,30,Alabama,,,32.557752,-85.522927,158444.3,58.28,5752865.36,0.1,0.3,302653.081740658,1.0,0.049,0.8847,30.38,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/32.557752,-85.522927",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2032.557752%20-85.522927,"https://www.google.com/maps?q=32.557752,-85.522927&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
alabama_df1dbf46209a,12723,31,Alabama,,,32.404621,-86.311519,171040.44,58.28,6210211.55,0.1,0.3,386245.709650596,1.0,0.049,0.8796,30.34,Rainfall-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,state_top_100,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/32.404621,-86.311519",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2032.404621%20-86.311519,"https://www.google.com/maps?q=32.404621,-86.311519&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
