id,name,state,city,latitude,longitude,roof_area_sqft,roof_over_100k,roof_area_score,roof_threshold_bonus,annual_rain_inches,annual_precip_score,annual_capture_gallons,annual_capture_score,cooling_degree_days,cooling_degree_days_score,water_cost,water_cost_score,state_policy_score,local_incentive_score,cooling_tower_score,cooling_confidence,building_type_score,facility_score,improvement_value_score,flood_score,water_stress_score,esg_score,leed_score,energy_star_score,opportunity_type,explanation,visual_notes,cooling_tower_distance_m,facility_distance_m,energy_star_distance_m,leed_distance_m,policy_notes,building_perimeter_ft,bbox_width_ft,bbox_height_ft,bbox_area_sqft,elongation_ratio,rectangularity_score,shape_compactness,perimeter_score,rectangular_roof_score,compact_roof_score,elongation_penalty_score,roof_geometry_quality_score,base_viability_score,confidence_multiplier,final_viability_score,global_rank,state_rank,building_name,short_address,zip_code
florida_4830d6645e32,Candidate florida_4830d6645e32,Florida,Miami Gardens,25.921621,-80.223152,153489.64,True,0.0008,1,54.57,0.8812,5218204.17,0.0073,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2732,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1090967.482330347,205.2513268204,,,,1571.19,434.98,380.9,165683.88,1.142,0.9264,0.7813,0.0075,0.9264,0.7813,0.9946,0.8893,0.406086,0.88,35.74,140,115,"1320 Northwest 163rd Street, Miami Gardens","Northwest 163rd Street, Miami Gardens, Florida 33169",33169
florida_0a5756bacd5e,Candidate florida_0a5756bacd5e,Florida,Progress Village,27.883703,-82.360339,145710.43,True,0.0007,1,54.57,0.8812,4953733.52,0.0069,355,1.0,37,0.1569,0,0,0.1,0.3,0.0007,1.0,0.273,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,796108.0686857302,135.1537300918,,,,1567.95,429.87,354.11,152221.27,1.2139,0.9572,0.7448,0.0074,0.9572,0.7448,0.9919,0.8898,0.406083,0.88,35.74,141,116,"Eagle Palm Drive, Progress Village","Eagle Palm Drive, Progress Village, Florida 33569",33569
florida_2c3d76394cfe,Candidate florida_2c3d76394cfe,Florida,Pensacola,30.483495,-87.253438,141471.27,True,0.0006,1,54.57,0.8812,4809614.33,0.0066,355,1.0,37,0.1569,0,0,0.1,0.3,0.0006,1.0,0.2729,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,628301.0222814638,188.3671589808,,,,1539.21,312.26,471.69,147289.92,1.5106,0.9605,0.7504,0.0069,0.9605,0.7504,0.9806,0.891,0.406176,0.88,35.74,142,117,Southway Crane & Rigging,"Stumpfield Road, Pensacola, Florida 32503",32503
florida_5fb7b2b02f0a,Candidate florida_5fb7b2b02f0a,Florida,Jacksonville,30.330889,-81.758123,193630.74,True,0.0014,1,54.57,0.8812,6582885.57,0.0096,355,1.0,37,0.1569,0,0,0.1,0.3,0.0014,1.0,0.274,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,509111.2552830899,167.6238376161,,,,1818.66,540.16,374.06,202052.25,1.444,0.9583,0.7357,0.0119,0.9583,0.7357,0.9832,0.8854,0.405984,0.88,35.73,143,118,"6740 Broadway Avenue, Jacksonville","Broadway Avenue, Jacksonville, Florida 32254",32254
florida_497f02d2dc93,Candidate florida_497f02d2dc93,Florida,Wildwood,28.874871,-82.038747,157640.52,True,0.0009,1,54.57,0.8812,5359322.1,0.0076,355,1.0,37,0.1569,0,0,0.1,0.3,0.0009,1.0,0.2733,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,679139.4031515557,16.4024068436,,,,1673.79,551.12,287.36,158369.84,1.9179,0.9954,0.7071,0.0093,0.9954,0.7071,0.9652,0.8885,0.406041,0.88,35.73,144,119,"241 West Clarke Street, Wildwood","West Clarke Street, Wildwood, Florida 34785",34785
florida_d78de62cfa1d,Candidate florida_d78de62cfa1d,Florida,Medley,25.847427,-80.333554,132425.21,True,0.0005,1,54.57,0.8812,4502074.43,0.0061,355,1.0,37,0.1569,0,0,0.1,0.3,0.0005,1.0,0.2727,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1095803.8449098126,223.0444728264,,,,1491.66,459.45,299.5,137605.28,1.5341,0.9624,0.7479,0.006,0.9624,0.7479,0.9797,0.8908,0.406077,0.88,35.73,145,120,"8275 Northwest 80th Street, Medley","Northwest 80th Street, Medley, Florida 33166",33166
florida_2ae71c4f523c,Candidate florida_2ae71c4f523c,Florida,Lakeland,28.02004,-82.053839,1320269.34,True,0.0186,1,54.57,0.8812,44885341.98,0.0738,355,1.0,37,0.1569,0,0,0.1,0.3,0.0186,1.0,0.2964,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,784779.9058062314,174.0839294211,,,,5456.18,699.4,2030.52,1420145.69,2.9032,0.9297,0.5573,0.0775,0.9297,0.5573,0.9278,0.799,0.4059,0.88,35.72,146,121,TPA2 Amazon Fulfillment Center,"County Line Road, Lakeland, Florida 33811",33811
florida_c2ed6e6c9359,Candidate florida_c2ed6e6c9359,Florida,Jacksonville,30.374272,-81.75873,352248.32,True,0.0039,1,54.57,0.8812,11975424.88,0.0186,355,1.0,37,0.1569,0,0,0.1,0.3,0.0039,1.0,0.2771,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,503856.1807351972,141.7335342264,,,,2476.26,479.9,777.65,373194.24,1.6204,0.9439,0.7219,0.0238,0.9439,0.7219,0.9765,0.8727,0.405915,0.88,35.72,147,122,"4150 West Beltway, Jacksonville","West Beltway, Jacksonville, Florida 32219",32219
florida_01a9011a2ad0,Candidate florida_01a9011a2ad0,Florida,Taft,28.437091,-81.394806,330141.57,True,0.0035,1,54.57,0.8812,11223859.27,0.0174,355,1.0,37,0.1569,0,0,0.1,0.3,0.0035,1.0,0.2767,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,751257.0757856863,89.5030076866,,,,2468.21,843.66,395.81,333929.06,2.1315,0.9887,0.681,0.0236,0.9887,0.681,0.9571,0.8747,0.405951,0.88,35.72,148,123,"West Landstreet Road, Taft","West Landstreet Road, Taft, Florida 32089",32089
florida_d9e02fd66526,Candidate florida_d9e02fd66526,Florida,Miami Lakes,25.920053,-80.296313,198123.58,True,0.0015,1,54.57,0.8812,6735629.14,0.0099,355,1.0,37,0.1569,0,0,0.1,0.3,0.0015,1.0,0.2741,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1088559.344897301,5.6826880728,,,,1802.31,489.4,436.93,213833.54,1.1201,0.9265,0.7665,0.0116,0.9265,0.7665,0.9954,0.8843,0.405903,0.88,35.72,149,124,"5890 Northwest 163rd Street, Miami Lakes","Northwest 163rd Street, Miami Lakes, Florida 33014",33014
florida_25756f86e3ac,Candidate florida_25756f86e3ac,Florida,Jacksonville,30.188246,-81.545991,179149.32,True,0.0012,1,54.57,0.8812,6090559.14,0.0088,355,1.0,37,0.1569,0,0,0.1,0.3,0.0012,1.0,0.2737,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,534885.3100923222,29.6532924836,,,,1725.34,471.5,404.78,190853.77,1.1648,0.9387,0.7563,0.0102,0.9387,0.7563,0.9937,0.8859,0.405918,0.88,35.72,150,125,"7498 Fullerton Street, Jacksonville","Fullerton Street, Jacksonville, Florida 32256",32256
florida_352769ed9a16,Candidate florida_352769ed9a16,Florida,Doral,25.791136,-80.329764,154135.56,True,0.0008,1,54.57,0.8812,5240163.59,0.0074,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2732,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1102556.1004061345,155.3787475206,,,,1648.81,534.32,292.05,156048.16,1.8295,0.9877,0.7125,0.0089,0.9877,0.7125,0.9685,0.8875,0.405882,0.88,35.72,151,126,"1700 Northwest 82nd Avenue, Doral","Northwest 82nd Avenue, Doral, Florida 33126",33126
florida_64147578765f,Candidate florida_64147578765f,Florida,Taft,28.41281,-81.39284,109598.0,True,0.0001,1,54.57,0.8812,3726015.26,0.0048,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2723,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,754259.7563502225,103.9322600498,,,,1377.06,252.73,440.57,111345.26,1.7432,0.9843,0.7263,0.004,0.9843,0.7263,0.9718,0.8915,0.405945,0.88,35.72,152,127,Cypress Park,"Cypress Lake Drive, Taft, Florida 32837",32837
florida_62fe82ff76be,Candidate florida_62fe82ff76be,Florida,Orlando,28.438115,-81.14945,499009.82,True,0.0061,1,54.57,0.8812,16964891.74,0.027,355,1.0,37,0.1569,0,0,0.1,0.3,0.0061,1.0,0.2801,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,759599.5203387878,145.8748954899,,,,3076.82,494.14,1039.6,513707.94,2.1039,0.9714,0.6624,0.0346,0.9714,0.6624,0.9581,0.8606,0.405801,0.88,35.71,153,128,"Transport Drive, Orlando","Transport Drive, Orlando, Florida 32831",32831
florida_f8110ca50991,Candidate florida_f8110ca50991,Florida,Jacksonville,30.381475,-81.774469,398398.7,True,0.0046,1,54.57,0.8812,13544404.43,0.0213,355,1.0,37,0.1569,0,0,0.1,0.3,0.0046,1.0,0.2781,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,502363.9177176889,156.0795087939,,,,2632.03,587.64,731.99,430146.6,1.2456,0.9262,0.7227,0.0266,0.9262,0.7227,0.9907,0.8679,0.405768,0.88,35.71,154,129,"7500 Forshee Drive, Jacksonville","Forshee Drive, Jacksonville, Florida 32219",32219
florida_63b7c68a9a57,Candidate florida_63b7c68a9a57,Florida,Coral Springs,26.282431,-80.293516,273771.13,True,0.0027,1,54.57,0.8812,9307427.22,0.0142,355,1.0,37,0.1569,0,0,0.1,0.3,0.0027,1.0,0.2756,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1046121.2675354128,88.0075469054,,,,2190.55,462.01,621.59,287180.8,1.3454,0.9533,0.717,0.0186,0.9533,0.717,0.9869,0.8773,0.405759,0.88,35.71,155,130,"International Van Lines, Inc","Northwest 126th Avenue, Coral Springs, Florida 33065",33065
florida_84e76f848c75,Candidate florida_84e76f848c75,Florida,Medley,25.858956,-80.339575,193881.12,True,0.0014,1,54.57,0.8812,6591397.76,0.0096,355,1.0,37,0.1569,0,0,0.1,0.3,0.0014,1.0,0.274,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1094240.4032030054,126.369528621,,,,1821.87,349.52,577.94,202001.59,1.6535,0.9598,0.734,0.012,0.9598,0.734,0.9752,0.8838,0.405792,0.88,35.71,156,131,"Northwest 87th Avenue, Medley","Northwest 87th Avenue, Medley, Florida 33195",33195
florida_a60fb9a0f958,Candidate florida_a60fb9a0f958,Florida,Opa-locka,25.895726,-80.273581,164455.26,True,0.001,1,54.57,0.8812,5591003.56,0.0079,355,1.0,37,0.1569,0,0,0.1,0.3,0.001,1.0,0.2734,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1092214.6310411142,53.2144866135,,,,1651.0,499.26,349.96,174721.03,1.4266,0.9412,0.7582,0.0089,0.9412,0.7582,0.9838,0.8857,0.405756,0.88,35.71,157,132,"4500 Northwest 135th Street, Opa-locka","Northwest 135th Street, Opa-locka, Florida 33054",33054
florida_67cff10b1408,Candidate florida_67cff10b1408,Florida,Miami,25.798487,-80.311098,109901.77,True,0.0002,1,54.57,0.8812,3736342.56,0.0048,355,1.0,37,0.1569,0,0,0.1,0.3,0.0002,1.0,0.2723,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1102332.5559495348,180.3056415138,,,,1328.2,363.03,326.96,118696.29,1.1103,0.9259,0.7829,0.0031,0.9259,0.7829,0.9958,0.8898,0.405756,0.88,35.71,158,133,"7001 Northwest 25th Street, Miami","Northwest 25th Street, Miami, Florida 33122",33122
florida_7274e3a90800,Candidate florida_7274e3a90800,Florida,New Port Richey,28.234474,-82.717158,103561.69,True,0.0001,1,54.57,0.8812,3520798.17,0.0045,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,747399.7305189901,1.3364298228,,,,1319.77,353.53,306.76,108448.86,1.1525,0.9549,0.7472,0.0029,0.9549,0.7472,0.9942,0.8901,0.405741,0.88,35.71,159,134,"School Road, New Port Richey","School Road, New Port Richey, Florida 34652",34652
florida_e789e47f8ff0,Candidate florida_e789e47f8ff0,Florida,Saint Petersburg,27.878288,-82.670387,188468.6,True,0.0014,1,54.57,0.8812,6407387.73,0.0093,355,1.0,37,0.1569,0,0,0.1,0.3,0.0014,1.0,0.2739,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,792624.6644475493,235.0145151437,,,,1825.76,329.79,583.81,192534.7,1.7702,0.9789,0.7105,0.0121,0.9789,0.7105,0.9708,0.8833,0.405696,0.88,35.7,160,135,"118th Avenue North, Saint Petersburg","118th Avenue North, Saint Petersburg, Florida 33760",33760
florida_f793e74e72f7,Candidate florida_f793e74e72f7,Florida,Orlando,28.459029,-81.292908,159443.99,True,0.0009,1,54.57,0.8812,5420634.87,0.0077,355,1.0,37,0.1569,0,0,0.1,0.3,0.0009,1.0,0.2733,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,752021.4363118178,102.3884778323,,,,1677.09,549.29,295.36,162238.29,1.8597,0.9828,0.7124,0.0094,0.9828,0.7124,0.9674,0.8851,0.405645,0.88,35.7,161,136,"6604 Hazeltine National Drive, Orlando","Hazeltine National Drive, Orlando, Florida 32822",32822
florida_e239b847f014,Candidate florida_e239b847f014,Florida,Doral,25.787059,-80.329654,158798.33,True,0.0009,1,54.57,0.8812,5398684.29,0.0076,355,1.0,37,0.1569,0,0,0.1,0.3,0.0009,1.0,0.2733,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1103039.5033355765,106.4554927025,,,,1671.87,534.68,302.99,162002.69,1.7647,0.9802,0.7139,0.0093,0.9802,0.7139,0.971,0.8852,0.405645,0.88,35.7,162,137,"1422 Northwest 82nd Avenue, Doral","Northwest 82nd Avenue, Doral, Florida 33126",33126
florida_91315fa7c726,Candidate florida_91315fa7c726,Florida,Manatee County,27.389923,-82.467528,126221.56,True,0.0004,1,54.57,0.8812,4291168.26,0.0058,355,1.0,37,0.1569,0,0,0.1,0.3,0.0004,1.0,0.2726,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,856081.1335732378,120.8953073759,,,,1473.4,291.45,447.12,130313.12,1.5341,0.9686,0.7306,0.0057,0.9686,0.7306,0.9797,0.8875,0.40563,0.88,35.7,163,138,"73rd Street East, Manatee County","73rd Street East, Manatee County, Florida 34201",34201
florida_d2fdb5159206,Candidate florida_d2fdb5159206,Florida,Okaloosa County,30.772003,-86.516537,108139.74,True,0.0001,1,54.57,0.8812,3676438.64,0.0047,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,545877.8632295945,134.0268049905,,,,1393.23,304.23,359.18,109273.33,1.1806,0.9896,0.7001,0.0043,0.9896,0.7001,0.9931,0.889,0.405633,0.88,35.7,164,139,"Fairchild Road, Okaloosa County","Fairchild Road, Okaloosa County, Florida 32539",32539
florida_fb2caab1bff8,Candidate florida_fb2caab1bff8,Florida,Doral,25.788599,-80.329693,158502.41,True,0.0009,1,54.57,0.8812,5388623.87,0.0076,355,1.0,37,0.1569,0,0,0.1,0.3,0.0009,1.0,0.2733,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1102856.995189524,120.6642309363,,,,1669.61,534.32,303.4,162112.69,1.7611,0.9777,0.7145,0.0092,0.9777,0.7145,0.9711,0.8843,0.405537,0.88,35.69,165,140,"1626 Northwest 82nd Avenue, Doral","Northwest 82nd Avenue, Doral, Florida 33126",33126
florida_e3135044bb13,Candidate florida_e3135044bb13,Florida,Saint Petersburg,27.86113,-82.653217,130717.14,True,0.0005,1,54.57,0.8812,4444004.99,0.006,355,1.0,37,0.1569,0,0,0.1,0.3,0.0005,1.0,0.2727,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,794965.7396507673,97.224202298,,,,1528.15,506.2,259.84,131531.01,1.9481,0.9938,0.7034,0.0067,0.9938,0.7034,0.964,0.8862,0.405513,0.88,35.69,166,141,"International Court North, Saint Petersburg","International Court North, Saint Petersburg, Florida 33716",33716
florida_e39997ba306c,Candidate florida_e39997ba306c,Florida,Sarasota,27.337669,-82.542063,105935.51,True,0.0001,1,54.57,0.8812,3601501.19,0.0046,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,861652.6019292052,85.0253326709,,,,1353.07,415.26,261.48,108582.18,1.5881,0.9756,0.7271,0.0035,0.9756,0.7271,0.9777,0.889,0.405621,0.88,35.69,167,142,"2nd Street, Sarasota","2nd Street, Sarasota, Florida 34236",34236
florida_15d67183fc2a,Candidate florida_15d67183fc2a,Florida,Miami,25.779552,-80.220491,102681.14,True,0.0,1,54.57,0.8812,3490862.01,0.0044,355,1.0,37,0.1569,0,0,0.1,0.3,0.0,1.0,0.2721,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1107715.4334034564,91.6515988626,,,,1300.41,387.5,280.67,108759.62,1.3806,0.9441,0.763,0.0026,0.9441,0.763,0.9856,0.889,0.405582,0.88,35.69,168,143,"1576 Northwest 7th Street, Miami","Northwest 7th Street, Miami, Florida 33125",33125
florida_f6356c80aeaa,Candidate florida_f6356c80aeaa,Florida,Hialeah,25.771726,-80.357703,101446.82,True,0.0,1,54.57,0.8812,3448898.7,0.0044,355,1.0,37,0.1569,0,0,0.1,0.3,0.0,1.0,0.2721,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1103889.1728634306,19.6054578084,,,,1296.24,274.28,390.56,107122.8,1.4239,0.947,0.7587,0.0025,0.947,0.7587,0.9839,0.8885,0.405522,0.88,35.69,169,144,"Northwest 99 Avenue, Hialeah","Northwest 99 Avenue, Hialeah, Florida 33174",33174
florida_5fea905ad4d1,Candidate florida_5fea905ad4d1,Florida,Hialeah,25.89097,-80.329207,145290.97,True,0.0007,1,54.57,0.8812,4939473.09,0.0069,355,1.0,37,0.1569,0,0,0.1,0.3,0.0007,1.0,0.273,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1090832.116843752,150.6588935299,,,,1617.91,540.16,269.97,145827.0,2.0008,0.9963,0.6975,0.0083,0.9963,0.6975,0.962,0.8849,0.405495,0.88,35.68,170,145,"2260 West 76th Street, Hialeah","West 76th Street, Hialeah, Florida 33016",33016
florida_27bb28dee52b,Candidate florida_27bb28dee52b,Florida,Apopka,28.66979,-81.466841,143699.67,True,0.0007,1,54.57,0.8812,4885373.49,0.0068,355,1.0,37,0.1569,0,0,0.1,0.3,0.0007,1.0,0.273,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,720712.1184093396,187.5076100991,,,,1569.67,461.27,324.68,149765.14,1.4207,0.9595,0.7329,0.0074,0.9595,0.7329,0.984,0.8851,0.405507,0.88,35.68,171,146,Bealls,"Piedmont Wekiwa Road, Apopka, Florida 32793",32793
florida_2fe46c5d0069,Candidate florida_2fe46c5d0069,Florida,University,28.057541,-82.428449,141405.52,True,0.0006,1,54.57,0.8812,4807379.02,0.0066,355,1.0,37,0.1569,0,0,0.1,0.3,0.0006,1.0,0.2729,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,773355.1372221872,90.9599355898,,,,1548.78,383.48,389.44,149342.45,1.0155,0.9469,0.7408,0.0071,0.9469,0.7408,0.9994,0.8853,0.405492,0.88,35.68,172,147,"Future Veterans' Boardwalk Phase 2, University","Future Veterans' Boardwalk Phase 2, University, Florida 33620",33620
florida_ef05d89d3bd8,Candidate florida_ef05d89d3bd8,Florida,Jacksonville,30.346565,-81.740199,139412.83,True,0.0006,1,54.57,0.8812,4739633.32,0.0065,355,1.0,37,0.1569,0,0,0.1,0.3,0.0006,1.0,0.2729,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,507932.1612908335,229.2480407125,,,,1551.97,497.43,289.47,143991.06,1.7184,0.9682,0.7274,0.0071,0.9682,0.7274,0.9727,0.8848,0.40542,0.88,35.68,173,148,"Lewis Industrial Drive, Jacksonville","Lewis Industrial Drive, Jacksonville, Florida 32254",32254
florida_a8ae9a652563,Candidate florida_a8ae9a652563,Florida,Pompano Beach,26.275738,-80.149479,123093.47,True,0.0004,1,54.57,0.8812,4184822.24,0.0056,355,1.0,37,0.1569,0,0,0.1,0.3,0.0004,1.0,0.2726,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1052269.9224559288,140.294219038,,,,1435.94,309.71,419.12,129805.66,1.3533,0.9483,0.7502,0.005,0.9483,0.7502,0.9866,0.8866,0.405498,0.88,35.68,174,149,"2001 West Sample Road, Pompano Beach","West Sample Road, Pompano Beach, Florida 33064",33064
